device_id,timestamp,lat,lon,temp,vibration,load
veh_000,2025-09-04T09:22:52,12.805407236539864,77.55553476769411,17.41401199577615,0.5383521209501856,0.7860643052769538
veh_000,2025-09-04T09:27:52,12.795833577800908,77.56651468030492,17.457981894519293,0.7333375806286845,0.6438651200806645
veh_000,2025-09-04T09:32:52,12.80727400144563,77.57972021300317,17.41501727137513,0.6106252352247497,0.06381725610417532
veh_000,2025-09-04T09:37:52,12.804786092389024,77.57454586047079,17.405774153197868,0.2957211366788176,0.9706980243949033
veh_000,2025-09-04T09:42:52,12.794456294555262,77.57076184135902,17.388167475673455,0.6596927556660046,0.04380376578722878
veh_000,2025-09-04T09:47:52,12.80012891549191,77.57935332961073,17.495249855716978,0.37807549508461535,0.32582535813815194
veh_000,2025-09-04T09:52:52,12.787863862093472,77.5812049138064,17.55169847035302,0.4658157627035375,0.47570492622593374
veh_000,2025-09-04T09:57:52,12.78775677721904,77.5815510474589,17.58886117891319,0.6629462804915585,0.8322598013952011
veh_000,2025-09-04T10:02:52,12.798323202606618,77.57621197767206,17.59979560874964,0.7614286333844569,0.1397524836093098
veh_000,2025-09-04T10:07:52,12.80279072500667,77.57572091027554,17.61425157868414,0.6893864677515621,0.7051653786263351
veh_000,2025-09-04T10:12:52,12.792804877212378,77.57034139303772,17.582307686271974,0.41745732463199486,0.11453007353597344
veh_000,2025-09-04T10:17:52,12.78734327821902,77.58472790312656,17.498164197691185,0.3995344910042675,0.6347183200005908
veh_000,2025-09-04T10:22:52,12.801863812689543,77.58215738537858,17.53783155945118,0.39538247832546874,0.43671738923236236
veh_000,2025-09-04T10:27:52,12.804581348188522,77.57313207633183,17.474047243284286,0.16001383579895584,0.05830274168906602
veh_000,2025-09-04T10:32:52,12.80097319681649,77.57646937694136,17.508571510987675,0.37182420609903977,0.7838982091064135
veh_000,2025-09-04T10:37:52,12.802257493315624,77.57195165418345,17.531410272865546,0.30142221768000466,0.022712073133860478
veh_000,2025-09-04T10:42:52,12.792184210435968,77.56308672312475,17.555758896904827,0.35917929793918285,0.5010447751033635
