device_id,timestamp,lat,lon,temp,vibration,load,risk_score
veh_000,2025-09-04T09:22:52,-0.9563679076285858,0.6505150335226325,1.0012043918701528,0.1160093685916715,0.995222324334503,0.5568122599702172
veh_000,2025-09-04T09:27:52,-1.0523459002262945,0.7476448807841936,1.009928976252377,0.7951129754306038,0.5104357884977522,0.752673019515103
veh_000,2025-09-04T09:32:52,-0.9376531870402806,0.8644628755582311,1.0014038604166222,0.367725228134561,-1.467067768984003,0.8242637168458058
veh_000,2025-09-04T09:37:52,-0.9625950116372962,0.8186898271777978,0.9995698247058852,-0.7290360867015041,1.6246769936161245,1.0518351063767664
veh_000,2025-09-04T09:42:52,-1.0661534616570776,0.7852158632775815,0.996076276889237,0.5386196638798829,-1.5352979112830751,0.9291144607027113
veh_000,2025-09-04T09:47:52,-1.0092842139522444,0.8612173736007822,1.0173237504391928,-0.4422088436624661,-0.5738277692548909,0.5967175026955388
veh_000,2025-09-04T09:52:52,-1.132244018180046,0.8775967471434287,1.0285243835024802,-0.136623328192393,-0.0628572140742397,0.2928737050189644
veh_000,2025-09-04T09:57:52,-1.1333175671299165,0.8806586939904598,1.0358982732764654,0.5499511777661835,1.1527123584968757,0.8279689510874475
veh_000,2025-09-04T10:02:52,-1.0273868748746595,0.8334285336698413,1.0380679020112713,0.892949682217881,-1.208188818029576,1.0165450669200675
veh_000,2025-09-04T10:07:52,-0.982598999775506,0.8290844825912765,1.0409362809051417,0.6420381803733078,0.719421092775208,0.7450326742002447
veh_000,2025-09-04T10:12:52,-1.0827092765062267,0.7814965184452393,1.0345979177791609,-0.3050481418663487,-1.294177248891737,0.7476968291565276
veh_000,2025-09-04T10:17:52,-1.1374629837407662,0.9087616048886964,1.017902019282184,-0.3674705449595464,0.4792524486024546,0.5310914109169463
veh_000,2025-09-04T10:22:52,-0.9918914955639646,0.8860224442874519,1.0257728867344154,-0.381931350347099,-0.1957738195655478,0.45485239839009683
veh_000,2025-09-04T10:27:52,-0.9646476163828844,0.8061832943532142,1.0131166909148297,-1.2016832146147698,-1.485867893164971,1.249225313439842
veh_000,2025-09-04T10:32:52,-1.000820111676376,0.8357055237150891,1.019967056629163,-0.4639810973704947,0.9878376529149308,0.7323352558855591
